feature,label,tweet_id,origin
"El hombre, en su orgullo, creó a Dios a su imagen y semejanza.",0,,rnn
"Para llegar a ser sabio, es preciso querer experimentar ciertas vivencias, es decir, meterse en sus fauces. Eso es, ciertamente, muy peligroso; más de un sabio ha sido devorado al hacerlo.",0,,rnn
La madurez del hombre es haber vuelto a encontrar la seriedad con la que jugaba cuando era niño.,0,,rnn
"Creo que los animales ven en el hombre un ser igual a ellos que ha perdido de forma extraordinariamente peligrosa el sano intelecto animal, es decir, que ven en él al animal irracional, al animal que ríe, al animal que llora, al animal infeliz.",0,,rnn
"Todo el que disfruta cree que lo que importa del árbol es el fruto, cuando en realidad es la semilla. He aquí la diferencia entre los que creen y los que disfrutan.",0,,rnn
"Los que más han amado al hombre le han hecho siempre el máximo daño. Han exigido de él lo imposible, como todos los amantes.",0,,rnn
"La verdad es que amamos la vida, no porque estemos acostumbrados a ella, sino porque estamos acostumbrados al amor.",0,,rnn
"En la venganza, como en el amor, la mujer es más bárbara que el hombre.",0,,rnn
"Lo que hacemos no es nunca comprendido, y siempre es acogido sólo por los elogios o por la crítica.",0,,rnn
"¿Es el hombre sólo un fallo de Dios, o Dios sólo un fallo del hombre?.",0,,rnn
No se odia mientras se menosprecia. No se odia más que al igual o al superior.,0,,rnn
Muchas personas no cumplen los ochenta porque intentan durante demasiado tiempo quedarse en los cuarenta.,0,,rnn
La única diferencia entre un loco y yo es que yo no estoy loco.,0,,rnn
La mayor desgracia de la juventud actual es ya no pertenecer a ella.,0,,rnn
El que quiere interesar a los demás tiene que provocarlos.,0,,rnn
Es fácil reconocer si el hombre tiene gusto: la alfombra debe combinar con las cejas.,0,,rnn
Las cosas no valen sino lo que se las hace valer.,0,,rnn
La felicidad ininterrumpida aburre: debe tener alternativas.,0,,rnn
Quien quiere ahogar a su perro dice que está rabioso.,0,,rnn
El dinero es la llave que abre todas las puertas.,0,,rnn
Los médicos no son para eso; su misión es recetar y cobrar; el curarse o no es cuenta del enfermo.,0,,rnn
"Casi todos los hombres mueren de sus remedios, no de sus enfermedades.",0,,rnn
Las apariencias engañan la mayoría de las veces; no siempre hay que juzgar por lo que se ve.,0,,rnn
Todos los pozos profundos viven con lentitud sus experiencias: tienen que esperar largo tiempo hasta saber qué fue lo que cayó en su profundidad.,0,,rnn
El sexo es una trampa de la naturaleza para no extinguirse.,0,,rnn
La esperanza es un estimulante vital muy superior a la suerte.,0,,rnn
El matrimonio acaba muchas locuras cortas con una larga estupidez.,0,,rnn
"La mujer perfecta es un tipo humano superior al varón perfecto, pero también es un ejemplar mucho más raro.",0,,rnn
Hay almas esclavizadas que agradecen tanto los favores recibidos que se estrangulan con la cuerda de la gratitud.,0,,rnn
Cuando trates con una mujer no olvides el látigo.,0,,rnn
"Lo que no me mata, me hace más fuerte.",0,,rnn
Todo idealismo frente a la necesidad es un engaño.,0,,rnn
Sólo comprendemos aquellas preguntas que podemos responder.,0,,rnn
"Olvida uno su falta después de haberla confesado a otro, pero normalmente el otro no la olvida.",0,,rnn
"El amor y el odio no son ciegos, sino que están cegados por el fuego que llevan dentro.",0,,rnn
El hombre sufre tan terriblemente en el mundo que se ha visto obligado a inventar la risa.,0,,rnn
Negar a Dios será la única forma de salvar el mundo.,0,,rnn
La edad de casarse llega mucho antes que la de quererse.,0,,rnn
"La demencia en el individuo es algo raro; en los grupos, en los partidos, en los pueblos, en las épocas, es la regla.",0,,rnn
El gran estilo nace cuando lo bello obtiene la victoria sobre lo enorme.,0,,rnn
Dios ha muerto. Parece que lo mataron los hombres.,0,,rnn
Nuestro destino ejerce su influencia sobre nosotros incluso cuanto todavía no hemos aprendido su naturaleza; nuestro futuro dicta las leyes de nuestra actualidad.,0,,rnn
La sencillez y naturalidad son el supremo y último fin de la cultura.,0,,rnn
¿No es la vida cien veces demasiado breve para aburrirnos?,0,,rnn
Toda convicción es una cárcel.,0,,rnn
El remordimiento es como la mordedura de un perro en una piedra: una tontería.,0,,rnn
El mundo real es mucho más pequeño que el mundo de la imaginación.,0,,rnn
Mucho tienen que hacer los padres para compensar el hecho de tener hijos.,0,,rnn
Sin arte la vida sería un error.,0,,rnn
"Un filósofo casado es, para decirlo claro, una figura ridícula.",0,,rnn
La guerra vuelve estúpido al vencedor y rencoroso al vencido.,0,,rnn
"En algunos la castidad es una virtud, en muchos es casi un vicio.",0,,rnn
Nada más hipócrita que la eliminación de la hipocresía.,0,,rnn
El pensador sabe considerar las cosas más sencillas de lo que son.,0,,rnn
"Cuando me encuentro con una criatura, encuentro la voluntad del poder.",0,,rnn
"La verdadera locura quizá no sea otra cosa que la sabiduría misma que, cansada de descubrir las vergüenzas del mundo, ha tomado la inteligente resolución de volverse loca.",0,,rnn
Los sabios emiten ideas nuevas; los necios las expanden.,0,,rnn
"Si quieres viajar hacia las estrellas, no busques compañía.",0,,rnn
Dios me perdonará: es su oficio.,0,,rnn
Todavía no se ha descubierto la brújula para navegar en la alta mar del matrimonio.,0,,rnn
"Un amigo me preguntaba porqué no construíamos ahora catedrales como las góticas famosas, y le dije: Los hombres de aquellos tiempos tenían convicciones; nosotros, los modernos, no tenemos más que opiniones, y para elevar una catedral gótica se necesita algo más que una opinión.",0,,rnn
Dios nos ha dado la lengua para que podamos decir cosas amables a nuestros amigos y duras verdades a nuestros enemigos.,0,,rnn
"Bien mirados, todos nos ocultamos, completamente desnudos, en los vestidos que usamos.",0,,rnn
"Allí donde se queman los libros, se acaba por quemar a los hombres.",0,,rnn
Las razas laboriosas encuentran una gran molestia en soportar la ociosidad.,0,,rnn
"Lo absurdo de una cosa no prueba nada contra su existencia, es, más bien, condición de ella.",0,,rnn
"Construye tu cabaña en el valle, pero nunca lo hagas en la cima.",0,,rnn
Todo delito que no se convierte en escándalo no existe para la sociedad.,0,,rnn
Donde se quiere a los libros también se quiere a los hombres.,0,,rnn
"Los ángeles lo llaman placer divino; los demonios, sufrimiento infernal; los hombres, amor.",0,,rnn
Para ser amado de todo corazón... hay que sufrir.,0,,rnn
"La experiencia es una buena escuela, pero la matrícula es muy cara.",0,,rnn
Tenemos arte para no morir de la verdad.,0,,rnn
"El hombre se define como ser que evalúa, como ser que ama por excelencia.",0,,rnn
"Cuando se tienen muchas cosas que meter en él, el día tiene cien bolsillos.",0,,rnn
"Quien con monstruos lucha cuide de convertirse a su vez en monstruo. Cuando miras largo tiempo a un abismo, el abismo también mira dentro de ti. ",0,,rnn
"La irracionalidad de una cosa no es un argumento en contra de su existencia, sino más bien una condición de la misma.",0,,rnn
Las convicciones son más peligrosos enemigos de la verdad que las mentiras.,0,,rnn
"Si sólo se dieran limosnas por piedad, todos los mendigos hubieran ya muerto de hambre.",0,,rnn
El hombre parece tener más carácter cuando sigue su temperamento que cuando sigue sus principios.,0,,rnn
La política es el campo de trabajo para ciertos cerebros mediocres.,0,,rnn
"Si los que hablan mal de mí supieran exactamente lo que yo pienso de ellos, hablarían peor. ",0,,rnn
"Si alguno os quiere robar la esposa, la mejor forma de vengaros de él es dejar que se la lleve.",0,,rnn
"Si la mujer fuera buena, Dios tendría una.",0,,rnn
"¡Dios mío, qué guapa estabas esta tarde cuando hablamos por teléfono!",0,,rnn
El secreto de un matrimonio feliz es perdonarse mutuamente el haberse casado.,0,,rnn
"Un político divide a las personas en dos grupos: en primer lugar, instrumentos; en segundo, enemigos.",0,,rnn
El que nos encontremos tan a gusto en plena naturaleza proviene de que ésta no tiene opinión sobre nosotros.,0,,rnn
"Los hombres de tristeza profunda se delatan cuando son felices: tienen una manera de aferrar la felicidad como si quisieran estrangularla y ahogarla, por celos, - ¡ay, demasiado bien saben que se les escapa!",0,,rnn
Todo el que ha construido alguna vez un «cielo nuevo» ha encontrado el poder para ello solamente en su propio infierno.,0,,rnn
"¿Qué ha contribuido más a la felicidad humana, lo real o lo imaginario?",0,,rnn
Definitivamente habrá que rendirse a la evidencia de que este mundo está loco.,0,,rnn
"Cuando se dice que el dinero no hace la felicidad se alude, evidentemente, al de los demás.",0,,rnn
Nunca se debe mirar a una persona que duerme. Es como sí abriéramos una carta que no ha sido dirigida a nosotros.,0,,rnn
Me anuncian la muerte de uno cuya presencia no me entusiasmaba y pienso: yo no pedía tanto.,0,,rnn
Vida: conjunto de pequeños dramas que todos juntos no constituyen más que una comedia.,0,,rnn
"Nada me distrae, nada me divierte. Y lo que no me apasiona, me aburre.",0,,rnn
Escuela: lugar dónde los niños aprenden lo que es necesario saber para convertirse en maestro.,0,,rnn
"El celoso ama más, pero el que no lo es ama mejor.",0,,rnn
Somos fácilmente engañados por aquellos a quienes amamos.,0,,rnn
"Si esta es vuestra forma de amar, os ruego que me odiéis.",0,,rnn
Salen errados nuestros cálculos siempre que entran en ellos el temor o la esperanza.,0,,rnn
"Todos los vicios, con tal de que estén de moda, pasan por virtudes.",0,,rnn
Cuanto más amamos a alguien menos conviene halagarle.,0,,rnn
Un amante apasionado ama hasta los defectos de la persona a quien ama.,0,,rnn
La hipocresía es el colmo de todas las maldades.,0,,rnn
Jamás se penetra por la fuerza en un corazón.,0,,rnn
"Cuando se quiere dar amor, hay un riesgo: el de recibirlo.",0,,rnn
La muerte es el remedio de todos los males; pero no debemos echar mano de éste hasta última hora.,0,,rnn
Esforcémonos en vivir con decencia y dejemos a los murmuradores que digan lo que les plazca.,0,,rnn
"El envidioso puede morir, pero la envidia nunca.",0,,rnn
"Es cosa admirable que todos los grandes hombres tengan siempre alguna ventolera, algún granito de locura mezclado con su ciencia.",0,,rnn
Un tonto sabio es más tonto que un tonto ignorante.,0,,rnn
"Aquellos cuya conducta se presta más al escarnio, son siempre los primeros en hablar de los demás.",0,,rnn
La improvisación es la verdadera piedra de toque del ingenio.,0,,rnn
El amor es a menudo fruto del matrimonio.,0,,rnn
Los errores más pequeños son siempre los mejores.,0,,rnn
"Morimos sólo una vez, pero durante mucho tiempo.",0,,rnn
Prefiero un vicio tolerante a una virtud obstinada.,0,,rnn
"Lo que el amor hace, él mismo lo excusa.",0,,rnn
"Si poseyeseis cien bellas cualidades, la gente os miraría por el lado menos favorable.",0,,rnn
Se puede ser un buen hombre y hacer malos versos.,0,,rnn
Quien bien te quiere te hará llorar.,0,,rnn
"La memoria es como el mal amigo; cuando más falta te hace, te falla.",0,,rnn
"Cuando el hombre es celoso, molesta; cuando no lo es, irrita.",0,,rnn
"Quien no buscó amigos en la alegría, en la desgracia no los pida.",0,,rnn
La probabilidad de hacer mal se encuentra cien veces al día; la de hacer bien una vez al año.,0,,rnn
Más vale feo y bueno que guapo y perverso.,0,,rnn
Nunca es tarde para bien hacer; haz hoy lo que no hiciste ayer.,0,,rnn
"Cuando fuiste martillo no tuviste clemencia, ahora que eres yunque, ten paciencia.",0,,rnn
"Ama a quien no te ama, responde a quien no te llama, andarás carrera vana.",0,,rnn
"Antes que te cases, mira lo que haces.",0,,rnn
"A quien Dios no le dio hijos, el diablo le dio sobrinos.",0,,rnn
Amor con amor se paga.,0,,rnn
Más rápido se coge al mentiroso que al cojo.,0,,rnn
Más vale malo conocido que bueno por conocer.,0,,rnn
Mientras hay vida hay esperanza.,0,,rnn
"Quien todo lo quiere, todo lo pierde.",0,,rnn
El que la sigue la consigue.,0,,rnn
"Quien da pan a perro ajeno, pierde el pan y pierde el perro.",0,,rnn
No hay plazo que no llegue ni deuda que no se pague.,0,,rnn
No hay rosa sin espinas.,0,,rnn
Nunca es tarde si la dicha es buena.,0,,rnn
"Quien adelante no mira, atrás se queda.",0,,rnn
"Quien bien gane, bien gaste, pero no malgaste.",0,,rnn
"La conciencia es, a la vez, testigo, fiscal y juez.",0,,rnn
El infierno está lleno de buenas intenciones y el cielo de buenas obras.,0,,rnn
"Soñaba el ciego que veía, y soñaba lo que quería.",0,,rnn
"Donde hay celos hay amor, donde hay viejos hay dolor.",0,,rnn
Pájaro viejo no entra en jaula.,0,,rnn
Quien siembra vientos recoge tempestades.,0,,rnn
"Quien dice la verdad, ni peca ni miente.",0,,rnn
A cada cerdo le llega su San Martín.,0,,rnn
La letra con sangre entra.,0,,rnn
"Muerto el perro, se acabó la rabia.",0,,rnn
"Quien quita la ocasión, quita el pecado.",0,,rnn
No se hizo la miel para la boca del asno.,0,,rnn
Agua pasada no mueve molinos.,0,,rnn
"Amigo reconciliado, enemigo doblado",0,,rnn
Dame pan y llámame tonto.,0,,rnn
De fuera vendrá quien de casa te echará.,0,,rnn
La palabra es plata y el silencio es oro.,0,,rnn
Más vale un toma que dos te daré.,0,,rnn
Nadie diga de esta agua no beberé.,0,,rnn
"Ni bebas agua que no veas, ni firmes cartas que no leas.",0,,rnn
No dejes para mañana lo que puedas hacer hoy.,0,,rnn
El que se casa por todo pasa.,0,,rnn
Pedir celos es despertar a alguien que está durmiendo.,0,,rnn
Amor sin celos no lo dan los cielos.,0,,rnn
"El oro hace soberbios, y la soberbia, necios.",0,,rnn
Mezcladas andan las cosas: junto a las ortigas nacen las rosas.,0,,rnn
"Ira de hermanos, ira de diablos.",0,,rnn
"A camino largo, paso corto.",0,,rnn
"Aunque la mona se vista de seda, mona se queda.",0,,rnn
Cada loco con su tema.,0,,rnn
Cada uno sabe donde le aprieta el zapato.,0,,rnn
De aquellos polvos vienen estos lodos.,0,,rnn
"De dinero y calidad, la mitad de la mitad.",0,,rnn
"Dime con quien andas, y te diré quien eres.",0,,rnn
"Nuestro gozo, en un pozo.",0,,rnn
El que roba a un ladrón tiene cien años de perdón.,0,,rnn
Manos blancas no ofenden.,0,,rnn
Más vale prevenir que curar.,0,,rnn
Más vale tarde que nunca.,0,,rnn
"Quien mucho abarca, poco aprieta.",0,,rnn
"Quien mucho se baja, el culo enseña.",0,,rnn
"Quien tiene tejado de vidrio, no tire piedras al de su vecino.",0,,rnn
"Un grano no hace granero, pero ayuda a su compañero.",0,,rnn
Una buena capa todo lo tapa.,0,,rnn
"De tales bodas, tales costras.",0,,rnn
"Los casamientos y las viñas, deprisa",0,,rnn
"Ni pidas a quien pidió, ni sirvas a quien sirvió.",0,,rnn
No hay peor cuña que la de la misma madera.,0,,rnn
"Un padre para cien hijos, antes que cien hijos para un padre.",0,,rnn
A buen hambre no hay pan duro.,0,,rnn
"Obra empezada, medio acabada.",0,,rnn
"A quien Dios se la diere, San Pedro se la bendiga.",0,,rnn
"Abril, aguas mil.",0,,rnn
"Agua por mayo, pan para todo el año.",0,,rnn
Cada oveja con su pareja.,0,,rnn
"Cuando las barbas de tu vecino veas pelar, pon las tuyas a remojar.",0,,rnn
Del dicho al hecho hay mucho trecho.,0,,rnn
"Desnudo nací, desnudo me hallo: ni pierdo ni gano.",0,,rnn
Entre sastres no se pagan hechuras.,0,,rnn
Haz bien y no mires a quien.,0,,rnn
"Obras son amores, que no buenas razones.",0,,rnn
Oros son triunfos.,0,,rnn
Poquito a poco hila la vieja el copo.,0,,rnn
Por el hilo se saca el ovillo.,0,,rnn
Por la muestra se conoce el paño.,0,,rnn
Primero es la obligación que la devoción.,0,,rnn
"Quien ama el peligro, en él perece.",0,,rnn
"Quien calla, otorga.",0,,rnn
"Quien canta, sus males espanta.",0,,rnn
Quien fue a Sevilla perdió su silla.,0,,rnn
La caridad bien entendida empieza por uno mismo.,0,,rnn
La ocasión hace al ladrón.,0,,rnn
Las cosas de palacio van despacio.,0,,rnn
Lo mejor es enemigo de lo bueno.,0,,rnn
"Mal de muchos, consuelo de tontos.",0,,rnn
No se pueden pedir peras al olmo.,0,,rnn
No se puede repicar y andar en la procesión.,0,,rnn
Nobleza obliga.,0,,rnn
"Pan con pan, comida de tontos.",0,,rnn
"Perro ladrador, poco mordedor.",0,,rnn
"Quien espera, desespera.",0,,rnn
"Quien mal anda, mal acaba.",0,,rnn
Tanto tienes tanto vales.,0,,rnn
Todos los caminos conducen a Roma.,0,,rnn
Una golondrina no hace verano.,0,,rnn
"Unos nacen con estrella, y otros nacen estrellados.",0,,rnn
Unos por otros y la casa sin barrer.,0,,rnn
Viejo es Pedro para cabrero.,0,,rnn
"Voz del pueblo, voz del cielo.",0,,rnn
Zapatero a tus zapatos.,0,,rnn
A boda ni bautizo no vayas sin ser llamado.,0,,rnn
"Quién mal casa, tarde enviuda.",0,,rnn
Sobre gustos no hay nada escrito.,0,,rnn
Uno levanta la caza y otro la mata.,0,,rnn
Más vale buena esperanza que ruin posesión.,0,,rnn
"Burro que lleva la carga a fuerza de palos..., malo, malo, malo.",0,,rnn
"Marido celoso, no tiene reposo.",0,,rnn
"Al burro muerto, cebada al rabo.",0,,rnn
Cada mochuelo a su olivo.,0,,rnn
Cada palo aguante su vela.,0,,rnn
Cada uno en su casa y Dios en la de todos.,0,,rnn
"A mal tiempo, buena cara.",0,,rnn
"A palabras necias, oídos sordos.",0,,rnn
A perro flaco todo son pulgas.,0,,rnn
"Casa con dos puertas, mala es de guardar.",0,,rnn
"Casamiento y mortaja, del cielo baja.",0,,rnn
Cobra buena fama y échate a dormir.,0,,rnn
"Como canta el abad, responde el sacristán.",0,,rnn
"Comida hecha, compañía deshecha.",0,,rnn
Con pan y vino se anda el camino.,0,,rnn
Contra el vicio de pedir hay la virtud de no dar.,0,,rnn
"Criados, enemigos pagados.",0,,rnn
"Cuando el río suena, agua lleva.",0,,rnn
"Cuando marzo mayea, mayo marcea",0,,rnn
Del árbol caído todos hacen leña.,0,,rnn
A perro viejo no hay tus tus.,0,,rnn
"A quien madruga, Dios le ayuda.",0,,rnn
"A rey muerto, rey puesto.",0,,rnn
Al buen callar llaman Sancho.,0,,rnn
Cada uno habla de la feria según como le va en ella.,0,,rnn
"Dijo la sartén al cazo: quítate allá, que me tiznas.",0,,rnn
"Días de mucho, vísperas de nada.",0,,rnn
Dinero llama dinero.,0,,rnn
Dios los cría y ellos se juntan.,0,,rnn
"Donde hay patrón, no manda marinero.",0,,rnn
"Donde las dan, las toman.",0,,rnn
El melón y el casamiento han de ser acertamiento.,0,,rnn
"Quien da primero, da dos veces.",0,,rnn
Unos tienen fama y otros cardan la lana.,0,,rnn
"Quién bien baila, de boda en boda se anda.",0,,rnn
"Si da el cántaro en la piedra, o la piedra en el cántaro, mal para el cántaro.",0,,rnn
"Bueno es que haya ratones, para que no se sepa quien se come el queso.",0,,rnn
"En caso de duda, no determines, cosa alguna.",0,,rnn
Ningún hombre honesto se hace rico en un momento.,0,,rnn
A falta de pan buenas son tortas.,0,,rnn
Al buen pagador no le duelen prendas.,0,,rnn
"Al que al cielo escupe, en la cara le cae.",0,,rnn
"Aramos, dijo la mosca al buey.",0,,rnn
"El que tuvo, retuvo, y guardó para la vejez.",0,,rnn
En boca cerrada no entran moscas.,0,,rnn
"En casa del herrero, cuchillo de palo.",0,,rnn
Hombre prevenido vale por dos.,0,,rnn
Los niños y los locos dicen las verdades.,0,,rnn
No hay peor sordo que el que no quiere oír.,0,,rnn
"Quien bien quiere a Beltrán, bien quiere a su can.",0,,rnn
No es lo mismo predicar que dar trigo.,0,,rnn
No es oro todo lo que reluce.,0,,rnn
"No es por el huevo, sino por el fuero.",0,,rnn
No es tan fiero el león como lo pintan.,0,,rnn
No hay bien ni mal que cien años dure.,0,,rnn
No hay que empezar la casa por el tejado.,0,,rnn
No hay que mentar la soga en casa del ahorcado.,0,,rnn
No por mucho madrugar amanece más temprano.,0,,rnn
No se acuerda el cura de cuando fue sacristán.,0,,rnn
No se ganó Zamora en una hora.,0,,rnn
No sólo de pan vive el hombre.,0,,rnn
"Ojo por ojo, diente por diente.",0,,rnn
"Quien no sabe de abuelo, no sabe de bueno.",0,,rnn
"Quien se pica, ajos come.",0,,rnn
"Sarna con gusto, no pica",0,,rnn
"Si el prior juega a los naipes, ¿qué harán los frailes?",0,,rnn
"Boda buena, boda mala, el martes en tu casa",0,,rnn
Bueno es ser casado si no tuviese cuidado.,0,,rnn
Casarás y amansarás.,0,,rnn
El casamiento y el caldo pelando.,0,,rnn
De bien nacidos es ser agradecidos.,0,,rnn
Un clavo saca otro clavo.,0,,rnn
"Al hablar, como al guisar, su granito de sal.",0,,rnn
"Cual más cual menos, toda la lana es pelos.",0,,rnn
"El maestro ciruela, que no sabe leer y pone escuela.",0,,rnn
El miedo guarda la viña.,0,,rnn
El ojo del amo engorda el caballo.,0,,rnn
"El perro del hortelano, que no come las berzas ni las deja comer a su amo.",0,,rnn
"Haceos miel, y os comerán las moscas.",0,,rnn
"Hablando del rey de Roma, por la puerta asoma.",0,,rnn
"Hágase el milagro, y hágalo el diablo.",0,,rnn
"Hazme la barba, hacerte he el copete.",0,,rnn
Ir por lana y volver trasquilado.,0,,rnn
La avaricia rompe el saco.,0,,rnn
Las paredes oyen.,0,,rnn
"Las verdades de Perogrullo, que a la mano cerrada llamaba puño.",0,,rnn
Lo que abunda no daña.,0,,rnn
"Lo que no has de comer, déjalo cocer.",0,,rnn
Los duelos con pan son menos.,0,,rnn
"Mano sobre mano, como mujer de escribano",0,,rnn
Marzo ventoso y abril lluvioso hacen a mayo florido y hermoso.,0,,rnn
Más mató la cena que sanó Avicena.,0,,rnn
Más sabe el diablo por viejo que por diablo.,0,,rnn
Más vale caer en gracia que ser gracioso.,0,,rnn
Más vale estar solo que mal acompañado.,0,,rnn
Más vale maña que fuerza.,0,,rnn
Más vale pájaro en mano que ciento volando.,0,,rnn
Más vale ser cabeza de ratón que cola de león.,0,,rnn
"Octubre vinatero, padre del buen cuero.",0,,rnn
"No hay forastero que venga de mala gente, ni viejo que no haya sido valiente.",0,,rnn
"A buen entendedor, pocas palabras bastan.",0,,rnn
"A caballo regalado, no le mires el diente.",0,,rnn
A Dios rogando y con el mazo dando.,0,,rnn
"A enemigo que huye, puente de plata",0,,rnn
"A grandes males, grandes remedios.",0,,rnn
A la larga el galgo a la liebre mata.,0,,rnn
A la ocasión la pintan calva.,0,,rnn
A la tercera va la vencida.,0,,rnn
"A la vejez, viruelas.",0,,rnn
"A lo hecho, pecho.",0,,rnn
"A río revuelto, ganancia de pescadores.",0,,rnn
"Afortunado en el juego, desgraciado en amores.",0,,rnn
Bicho malo nunca muere.,0,,rnn
Bien está San Pedro en Roma.,0,,rnn
"Cada cosa en su tiempo, y los nabos en adviento.",0,,rnn
De casta le viene al galgo el ser rabilargo.,0,,rnn
De la mano a la boca se pierde la sopa.,0,,rnn
"De la mar, el mero, y de la tierra, el carnero.",0,,rnn
De los cuarenta para arriba no te mojes la barriga.,0,,rnn
De noche todos los gatos son pardos.,0,,rnn
"De tal palo, tal astilla.",0,,rnn
"Del agua mansa me libre Dios, que de la brava me guardaré yo.",0,,rnn
No entres donde no puedas pasar fácilmente la cabeza.,0,,rnn
"Agosto, frío en rostro.",0,,rnn
"Agua por San Juan, quita vino y no da pan",0,,rnn
En cien años todos seremos calvos.,0,,rnn
Al freír será al reír.,0,,rnn
"Al pan, pan, y al vino, vino.",0,,rnn
"Alábate, cesto, que venderte quiero.",0,,rnn
Algo tendrá el agua cuando la bendicen.,0,,rnn
Allá van leyes do quieren reyes.,0,,rnn
Ande yo caliente ríase la gente.,0,,rnn
"Año de nieves, año de bienes.",0,,rnn
Aún no ensillamos y ya cabalgamos.,0,,rnn
Averígüelo Vargas.,0,,rnn
"Donde no hay harina, todo es mohína.",0,,rnn
La costumbre hace ley.,0,,rnn
"La dicha de la fea, la hermosa la desea.",0,,rnn
La manzana podrida pierde a su compañía.,0,,rnn
La mujer compuesta quita el marido de otra puerta.,0,,rnn
La ociosidad es madre de todos los vicios.,0,,rnn
La ropa sucia se debe lavar en casa.,0,,rnn
Las cañas se vuelven lanzas.,0,,rnn
Las cuentas claras y el chocolate espeso.,0,,rnn
Las palabras se las lleva el viento.,0,,rnn
Muchos pocos hacen un mucho.,0,,rnn
"Dondequiera que fueres, haz lo que vieres.",0,,rnn
El buen paño en el arca se vende.,0,,rnn
El buey suelto bien se lame.,0,,rnn
El casado casa quiere.,0,,rnn
"El comer y el rascar, todo es empezar",0,,rnn
"El diablo, harto de carne, se metió a fraile.",0,,rnn
El hábito no hace al monje.,0,,rnn
"El huésped y el pez, a los tres días hieden.",0,,rnn
El pez grande se come al pequeño.,0,,rnn
"El que menos corre, vuela.",0,,rnn
"El que no llora, no mama.",0,,rnn
El saber no ocupa lugar.,0,,rnn
"En cada casa cuecen habas, y en la nuestra a calderas.",0,,rnn
En los nidos de antaño no hay pájaros hogaño.,0,,rnn
"En martes, ni te cases ni te embarques.",0,,rnn
"Entre col y col, lechuga.",0,,rnn
Entre todos la mataron y ella sola se murió.,0,,rnn
Éramos pocos y parió mi abuela.,0,,rnn
Esa es la madre del cordero.,0,,rnn
"Gallo que no canta, algo tiene en la garganta.",0,,rnn
"Gato escaldado, del agua fría huye.",0,,rnn
Genio y figura hasta la sepultura.,0,,rnn
Habló el buey y dijo mu.,0,,rnn
Dime de qué presumes y te diré de qué careces.,0,,rnn
"Dios aprieta, pero no ahoga.",0,,rnn
"En el país de los ciegos, el tuerto es rey.",0,,rnn
"Ojos que no ven, corazón que no siente.",0,,rnn
Piensa el ladrón que todos son de su condición.,0,,rnn
Poderoso caballero es don dinero.,0,,rnn
Primero son mis dientes que mis parientes.,0,,rnn
"Quien a buen árbol se arrima, buena sombra le cobija.",0,,rnn
"Quien no oye consejo, no llega a viejo.",0,,rnn
Un clavo saca a otro clavo.,0,,rnn
"Ver la paja en el ojo ajeno, y no la viga en el propio",0,,rnn
"Cuando el diablo no tiene qué hacer, con el rabo mata moscas.",0,,rnn
Cría cuervos y te sacarán los ojos.,0,,rnn
De desagradecidos está el infierno lleno.,0,,rnn
Después de la tempestad viene la calma.,0,,rnn
"Donde menos se piensa, salta la liebre.",0,,rnn
El muerto al hoyo y el vivo al bollo.,0,,rnn
Juan Palomo: yo me lo guiso y yo me lo como.,0,,rnn
La cabra siempre tira al monte.,0,,rnn
Más sabe el loco en su casa que el cuerdo en la ajena.,0,,rnn
"No con quien naces, sino con quien paces.",0,,rnn
No hay mal que por bien no venga.,0,,rnn
No hay que vender la piel del oso antes de haberlo matado.,0,,rnn
"Por dinero baila el perro, y por pan, si se lo dan.",0,,rnn
Una vez al año no hace daño.,0,,rnn
ella me lo vas a chupar.,1,,rnn
porque eres mía.,1,,rnn
"si tu novio te deja sola , dímelo.",0,,rnn
maldita mujer no vale.,1,,rnn
las mujeres son basura.,1,,rnn
pero soy un machista.,1,,rnn
la vecina tiene una dueño.,1,,rnn
nunca coge el dinero.,0,,rnn
su corazón es tremendo mejor.,0,,rnn
el pasado de la mujer para ser objeto.,1,,rnn
tú eres mi amigo.,0,,rnn
mi hija puta.,1,,rnn
el hombre debe llorar.,0,,rnn
"mera , dile a tu dueño.",1,,rnn
"que los llevas para tu luna , el arte de la mujer de ella es para mí.",0,,rnn
"arabalera ! . , baila rica nena.",1,,rnn
y todo lo resuelve tranquila.,0,,rnn
te toca llorar .,0,,rnn
dame como con una oportunidad.,0,,rnn
"qué es lo que piensas , yo lo mejor de tu vida .",0,,rnn
es una diosa.,0,,rnn
"te gusta una paliza y después me escapo , ay ay ay , si tú solo quiero una mujer.",1,,rnn
yo no quiero con una mujer que tiene mujeres.,1,,rnn
"no es culpa mía si me porto mal , qué , zorra .",1,,rnn
"no tiene talento , pero muy buena moza , no tiene talento pero echa palante.",1,,rnn
les gustan las mujeres.,0,,rnn
la maldigo.,1,,rnn
"maldita descarada , eres tan bronca de mis besos . ya no salga contigo , dile a tu esposo.",1,,rnn
el silencio con un beso.,0,,rnn
"un lío , y que la mataré.",1,,rnn
una mujer como una puta es una inocente . eres mía .,1,,rnn
"tal vez no extrañes ni la ropa , no te olvides.",0,,rnn
"la vi llorar , zorra.",1,,rnn
"tiene un trasero que causa sensación ,.",1,,rnn
"sigues siendo mía , mía , salí con querer , quiero , mía , mía.",1,,rnn
nos me respondes a tu madre.,0,,rnn
es el amor que me baile el corazón.,0,,rnn
"me abandonaste , pinche alcohólica.",1,,rnn
