label,message,length,punct
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",121,2
ham,I am great! How are you?,24,2
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",242,14
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,134,2
ham,You bad girl. I can still remember them,39,1
ham,"Sorry, I'll call later",22,2
ham,I've reached already.,21,2
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",160,13
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,136,2
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",90,2
ham,Not yet chikku..wat abt u?,26,3
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",155,5
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,295,15
ham,I was just callin to say hi. Take care bruv!,44,2
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",76,11
ham,"I shall book chez jules for half eight, if that's ok with you?",62,3
ham,Oh really?? Did you make it on air? What's your talent?,55,5
ham,Hmmm.still we dont have opener?,31,2
ham,Oh my God. I'm almost home,26,2
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",154,4
ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",157,8
ham,K.k:)apo k.good movie.,22,5
ham,Lol great now im getting hungry.,32,1
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,73,2
ham,Call me when u're done...,25,4
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,148,3
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,85,7
ham,"Awesome, think we can get an 8th at usf some time tonight?",58,2
ham,Quite lor. But dun tell him wait he get complacent...,53,4
ham,Not course. Only maths one day one chapter with in one month we can finish.,75,2
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,94,2
ham,Mine here like all fr china then so noisy.,42,1
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",154,7
ham,"Not sure yet, still trying to get a hold of him",47,1
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,114,3
ham,I've sent ü my part..,21,3
ham,Pls confirm the time to collect the cheque.,43,1
ham,Dude ive been seeing a lotta corvettes lately,45,0
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,83,8
ham,Watching tv now. I got new job :),33,3
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,51,2
ham,I asked sen to come chennai and search for job.,47,1
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,114,4
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,67,5
ham,Beauty sleep can help ur pimples too.,37,1
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,84,0
ham,No problem baby. Is this is a good time to talk? I called and left a message.,77,3
ham,No current and food here. I am alone also,41,1
ham,Hi. I'm always online on yahoo and would like to chat with you someday,70,2
ham,Mum not going robinson already.,31,1
ham,Actually i'm waiting for 2 weeks when they start putting ad.,60,2
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",111,6
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136,12
ham,I'm home.,9,2
ham,S.i think he is waste for rr..,30,3
ham,I know a few people I can hit up and fuck to the yes,52,0
ham,Well. Balls. Time to make calls,31,2
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",123,16
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",170,11
ham,Wat r u doing?,14,1
ham,Dad went out oredi... ,22,3
ham,"Aight, we'll head out in a few",30,2
ham,Hi msg me:)i'm in office..,26,5
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",332,17
ham,Prabha..i'm soryda..realy..frm heart i'm sory,45,8
ham,You are a very very very very bad girl. Or lady.,48,2
ham,I will reach before ten morning,31,0
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",71,7
ham,Hey are we going for the lo lesson or gym? ,43,1
ham,Cramps stopped. Going back to sleep,35,1
ham,But am going to college pa. What to do. are else ill come there it self. Pa.,76,4
ham,"I'm back, lemme know when you're ready",38,3
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,96,2
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,91,7
ham,Can you talk with me..,22,2
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,84,2
ham,Ic. There are a lotta childporn cars then.,42,2
ham,Doing project w frens lor. ,27,1
ham,Rats. Hey did u ever vote for the next themes?,46,2
ham,Nothing. Can...,15,4
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,56,2
ham,Oh ok no prob..,15,2
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,73,3
ham,"Didn't try, g and I decided not to head out",43,2
ham,2 and half years i missed your friendship:-),44,3
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,103,3
ham,Let me know when you've got the money so carlos can make the call,65,1
ham,Also that chat was awesome but don't make it regular unless you can see her in person,85,1
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",121,3
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,108,8
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,70,3
ham,How. Its a little difficult but its a simple way to enter this place,68,1
ham,jay says he'll put in  &lt;#&gt;,32,6
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",78,3
ham,Haven't left yet so probably gonna be here til dinner,53,1
ham,5 nights...We nt staying at port step liao...Too ex,51,6
ham,"Hiya, had a good day? Have you spoken to since the weekend?",59,3
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,90,3
ham,No plans yet. What are you doing ?,34,2
ham,;-) ok. I feel like john lennon.,32,5
ham,Ok. I asked for money how far,29,1
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,111,2
ham,May b approve panalam...but it should have more posts..,55,5
ham,Oh k. . I will come tomorrow,28,2
ham,Oooh I got plenty of those!,27,1
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,71,5
ham,My sister cleared two round in birla soft yesterday.,52,1
ham,Hey check it da. I have listed da.,34,2
ham,"Yes, i'm small kid.. And boost is the secret of my energy..",59,6
ham,o turns out i had stereo love on mi phone under the unknown album.,66,1
ham,Wat ü doing now?,16,1
ham,Everybody had fun this evening. Miss you.,41,2
ham,I'm always looking for an excuse to be in the city.,51,2
ham,Get ready for  &lt;#&gt;  inches of pleasure...,47,8
ham,Oops i thk i dun haf enuff... I go check then tell ü..,54,5
ham,Die... Now i have e toot fringe again...,40,6
ham,Sorry me going home first... Daddy come fetch ü later...,56,6
ham,Hey i will be late ah... Meet you at 945+,41,4
ham,Ü comin to fetch us oredi...,28,3
ham,Aiyah u did ok already lar. E nydc at wheellock?,48,2
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,127,2
ham,I accidentally brought em home in the box,41,0
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",121,5
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",79,2
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,237,6
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?",77,3
ham,Yo! Howz u? girls never rang after india. L,43,3
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,95,3
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,76,3
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",158,9
ham,"Arms fine, how's Cardiff and uni? ",34,3
ham,* Am on a train back from northampton so i'm afraid not!,56,3
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",70,3
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),101,7
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",154,8
ham,What's nannys address?,22,2
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",162,7
ham,S da..al r above  &lt;#&gt;,27,7
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,134,6
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,92,1
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,96,4
ham,No no. I will check all rooms befor activities,46,1
ham,Have you always been saying welp?,33,1
ham,Ü come lt 25 n pass to me lar,29,0
ham,Ok cool. See ya then.,21,2
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,144,2
ham,No let me do the math. Your not good at it.,43,2
ham,I will take care of financial problem.i will help:),51,3
ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,157,4
ham,The evo. I just had to download flash. Jealous?,47,3
ham,"Haha, that was the first person I was gonna ask",47,1
ham,Good evening! How are you?,26,2
ham,Old Orchard near univ. How about you?,37,2
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",113,13
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,152,1
ham,Tell me something. Thats okay.,30,2
ham,Don know..wait i will check it.,31,3
ham,"I'll get there at 3, unless you guys want me to come some time sooner",69,2
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,11
ham,Nothing just getting msgs by dis name wit different no's..,58,3
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,64,4
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,63,4
ham,S but mostly not like that.,27,1
ham,"K, text me when you're on the way",33,2
ham,"Just checked out, heading out to drop off my stuff now",54,1
ham,I dont know exactly could you ask chechi.,41,1
ham,R ü going 4 today's meeting?,28,2
ham,Eh u send wrongly lar...,24,3
ham,I dont. Can you send it to me. Plus how's mode.,47,4
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,160,1
ham,I love working from home :),27,2
ham,If we win its really no 1 side for long time.,45,1
ham,My uncles in Atlanta. Wish you guys a great semester.,53,2
ham,Just send a text. We'll skype later.,36,3
ham,Did either of you have any idea's? Do you know of anyplaces doing something?,76,3
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",86,4
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",123,4
ham,Lol no. Just trying to make your day a little more interesting,62,1
ham,Ya even those cookies have jelly on them,40,0
ham,Can u look 4 me in da lib i got stuff havent finish yet.,56,1
ham,Aiyah ok wat as long as got improve can already wat...,54,3
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",327,28
ham,Ok... Thanx... Gd nite 2 ü too...,33,9
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,78,2
ham,And you! Will expect you whenever you text! Hope all goes well tomo ,68,2
ham,Ill be there on  &lt;#&gt;  ok.,31,6
ham,Men like shorter ladies. Gaze up into his eyes.,47,2
ham,Be sure to check your yahoo email. We sent photos yesterday,59,1
ham,Sos! Any amount i can get pls.,30,2
ham,Thinking of u ;) x,18,2
ham,R ü comin back for dinner?,26,1
ham,Watching tv now. I got new job :),33,3
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",89,8
ham,I'm at home. Please call,24,2
ham,Good morning princess! How are you?,35,2
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,205,12
ham,Now got tv 2 watch meh? U no work today?,40,2
ham,Stupid.its not possible,23,1
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",70,6
ham,Any way where are you and what doing.,37,1
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,180,36
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,125,1
ham,Yeah that's the impression I got,32,1
ham,Bring it if you got it,22,0
ham,Okie,4,0
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",145,16
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",92,2
ham,Umma my life and vava umma love you lot dear,44,0
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",148,8
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,87,7
ham,"Sorry, I'll call later",22,2
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,112,3
ham,Den wat will e schedule b lk on sun?,36,1
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,106,4
ham,"Haha yeah I see that now, be there in a sec",43,1
ham,Once free call me sir.,22,1
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,66,3
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",73,3
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,153,12
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,92,3
ham,Watching tv lor...,18,3
ham,Hey now am free you can call me.,32,1
ham,"Geeeee ... Your internet is really bad today, eh ?",50,5
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,91,5
ham,Was playng 9 doors game and gt racing on phone lol,50,0
ham,Will be office around 4 pm. Now i am going hospital.,52,2
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,71,5
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",165,13
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,66,6
ham,I cant pick the phone right now. Pls send a message,51,1
ham,I keep ten rs in my shelf:) buy two egg.,40,3
ham,Are you there in room.,22,1
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",89,5
ham,Thanx...,8,3
ham,Long beach lor. Expected... U having dinner now?,48,5
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,72,4
ham,And maybe some pressies,23,0
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,195,0
ham,"Not for possession, especially not first offense",48,1
ham,No but the bluray player can,28,0
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,96,8
ham,Pls dont forget to study,24,0
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,88,3
ham,Cps is causing the outages to conserve energy.,46,1
ham,Thank u!,8,1
ham,Not to worry. I'm sure you'll get it.,37,4
ham,How much did ur hdd casing cost.,32,1
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,101,4
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",95,4
ham,She told to hr that he want posting in chennai:)because i'm working here:),74,5
ham,Hmm ill have to think about it... ok you're forgiven! =D,56,6
ham,I'm very happy for you babe ! Woo hoo party on dude!,52,3
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,152,9
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",151,9
ham,Are you available for soiree on June 3rd?,41,1
ham,Mode men or have you left.,26,1
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",151,9
ham,I'm not sure if its still available though,42,1
ham,We have all rounder:)so not required:),38,4
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,95,4
ham,He needs to stop going to bed and make with the fucking dealing,63,0
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,169,3
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",99,4
ham,Huh y lei...,12,3
ham,"Now, whats your house # again ? And do you have any beer there ?",64,4
ham,Why you Dint come with us.,26,1
ham,"That's what I love to hear :V see you sundayish, then",53,3
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",90,2
ham,Those were my exact intentions,30,0
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",159,15
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",119,3
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,166,12
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",142,14
ham,It took Mr owl 3 licks,22,0
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,63,5
ham,Yep then is fine 7.30 or 8.30 for ice age.,42,3
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",154,8
ham,Honey boo I'm missing u.,24,2
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,67,5
ham,"Hey babe, my friend had to cancel, still up for a visit ?",57,3
ham,I am waiting for your call sir.,31,1
ham,Ok lor.,7,1
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",73,8
ham,Also remember to get dobby's bowl from your car,47,1
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",77,6
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",160,5
ham,Are you going to write ccna exam this week??,44,2
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",152,7
ham,Huh? 6 also cannot? Then only how many mistakes?,48,3
ham,Am in film ill call you later.,30,1
ham,Fine i miss you very much.,26,1
ham,Hey tmr meet at bugis 930 ?,27,1
ham,"Found it, ENC  &lt;#&gt; , where you at?",40,8
ham,To day class is there are no class.,35,1
ham,You still around? I could use a half-8th,40,2
ham,Okie.. Thanx..,14,4
ham,I'll text now! All creepy like so he won't think that we forgot,63,3
ham,Lolnice. I went from a fish to ..water.?,40,5
ham,Now thats going to ruin your thesis!,36,1
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?",62,3
ham,It's ok lar. U sleep early too... Nite...,41,8
ham,"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",136,6
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,72,3
ham,"Yo, you at jp and hungry like a mofo?",37,2
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,111,9
ham,"Sorry, I'll call later",22,2
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,104,8
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,135,5
ham,That's my honeymoon outfit. :),30,4
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,133,14
ham,"Miss ya, need ya, want ya, love ya.",35,4
ham,Right it wasnt you who phoned it was someone with a number like yours!,70,1
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,78,3
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,64,5
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,121,13
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",95,12
ham,"Dad wanted to talk about the apartment so I got a late start, omw now",69,1
ham,You flippin your shit yet?,26,1
ham,Noice. Text me when you're here,31,2
ham,Remind me how to get there and I shall do so,44,0
ham,Yes i have. So that's why u texted. Pshew...missing you so much,63,6
ham,"I call you later, don't have network. If urgnt, sms me.",55,5
ham,Just wanted to say holy shit you guys weren't kidding about this bud,68,1
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,153,6
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,68,4
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",155,8
ham,You do your studies alone without anyones help. If you cant no need to study.,77,2
ham,"Ok da, i already planned. I wil pick you.",41,3
ham,Here got lots of hair dresser fr china.,39,1
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",150,6
ham,Kallis wont bat in 2nd innings.,31,1
ham,Shall call now dear having food,31,0
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",145,14
ham,Dunno y u ask me.,17,1
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),111,5
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,94,4
ham,Exactly. Anyways how far. Is jide her to study or just visiting,63,2
ham,I dunno until when... Lets go learn pilates...,46,6
ham,Ding me on ya break fassyole! Blacko from londn,47,1
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",133,9
ham,"Awesome, be there in a minute",29,1
ham,No dear i was sleeping :-P,26,2
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,133,3
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,69,9
ham,4 oclock at mine. Just to bash out a flat plan.,47,2
ham,Have you laid your airtel line to rest?,39,1
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,92,28
ham,Yes. It's all innocent fun. O:-),32,6
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,40,3
ham,Ok..,4,2
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",444,42
ham,Genius what's up. How your brother. Pls send his number to my skype.,68,4
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,40,1
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",92,8
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,84,3
ham,I'm thinking that chennai forgot to come for auction..,54,3
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,155,6
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,58,2
ham,"Mostly sports type..lyk footbl,crckt..",38,5
ham,K..k.:)congratulation ..,24,7
ham,Call me when u finish then i come n pick u.,43,1
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,112,3
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,338,9
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,155,6
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",147,8
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,157,6
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,154,2
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",136,8
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",155,8
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",149,11
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",155,8
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,158,2
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,172,5
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,120,5
