label,message,length,punct
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,73,2
ham,WOT U UP 2 J?,13,1
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,88,7
ham,Do you like shaking your booty on the dance floor?,50,1
ham,I wont touch you with out your permission.,42,1
ham,K.:)do it at evening da:)urgent:),33,7
ham,So wats ur opinion abt him and how abt is character?,52,1
ham,Jason says it's cool if we pick some up from his place in like an hour,70,1
ham,meet you in corporation st outside gap … you can see how my mind is working!,76,1
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,148,10
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,88,5
ham,Yeah sure I'll leave in a min,29,1
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,81,0
ham,"They can try! They can get lost, in fact. Tee hee",49,3
ham,Did u fix the teeth?if not do it asap.ok take care.,51,3
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,98,1
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",281,9
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.,77,3
ham,Why do you ask princess?,24,1
ham,You know what hook up means right?,34,1
ham,I am on the way to tirupur.,27,1
ham,Hello madam how are you ?,25,1
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",95,4
ham,Sir send to group mail check it.,32,1
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,125,5
ham,How will I creep on you now? ;_;,32,4
ham,No. Did you multimedia message them or e-mail?,46,3
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",125,10
ham,Haf u found him? I feel so stupid da v cam was working.,55,2
ham,Webpage s not available!,24,1
ham,Pls accept me for one day. Or am begging you change the number.,63,2
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",156,6
ham,Im good! I have been thinking about you...,42,4
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,56,4
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,139,3
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",168,10
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,126,5
ham,Nah im goin 2 the wrks with j wot bout u?,41,1
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,101,9
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",146,14
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,205,12
ham,Will be office around 4 pm. Now i am going hospital.,52,2
ham,Ok,2,0
ham,Gud mrng dear hav a nice day,28,0
ham,Aiyah ok wat as long as got improve can already wat...,54,3
ham,The evo. I just had to download flash. Jealous?,47,3
ham,Lol ... I knew that .... I saw him in the dollar store,54,7
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,75,2
ham,Sorry * was at the grocers.,27,2
ham,will you like to be spoiled? :),31,3
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",298,18
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),113,7
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,71,4
ham,Oh that was a forwarded message. I thought you send that to me,62,1
ham,Mm so you asked me not to call radio,36,0
ham,Wat r u doing?,14,1
ham,Even if he my friend he is a priest call him now,48,0
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,123,8
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",157,11
ham,No da. . Vijay going to talk in jaya tv,39,2
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",71,4
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,80,6
ham,"&lt;#&gt; , that's all? Guess that's easy enough",48,9
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,55,6
ham,"Hm good morning, headache anyone? :-)",37,5
ham,"It's that time of the week again, ryan",38,2
ham,No way I'm going back there!,28,2
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,156,3
ham,She.s find. I sent you an offline message to know how anjola's now.,67,4
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,76,4
ham,Yes we are chatting too.,24,1
ham,Hows that watch resizing,24,0
ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",122,4
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,85,4
ham,Convey my regards to him,24,0
ham,"Sir, Waiting for your mail.",27,2
ham,No dear i do have free messages without any recharge. Hi hi hi,62,1
ham,There is no sense in my foot and penis.,39,1
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,78,3
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,50,8
ham,Yup ok...,9,3
ham,Ok lor but not too early. Me still having project meeting now.,62,2
ham,I'm in a movie. Call me 4 wat?,30,3
ham,Ü takin linear algebra today?,29,1
ham,Yes da. Any plm at ur office,28,1
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,89,5
ham,Hey gals...U all wanna meet 4 dinner at nìte? ,46,4
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,144,4
ham,In which place i can get rooms cheap:-),39,3
ham,I'm home.,9,2
ham,"It'll be tough, but I'll do what I have to",42,3
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",66,3
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",44,4
ham,Watching tv lor. Nice one then i like lor.,42,2
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",84,2
ham,It only does simple arithmetic not percentages.,47,1
ham,The basket's gettin full so I might be by tonight,49,1
ham,We can go 4 e normal pilates after our intro...  ,49,3
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",157,10
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,62,6
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,64,3
ham,Oh k:)after that placement there ah?,36,3
ham,Love it! The girls at the office may wonder why you are smiling but sore...,75,4
ham,Do you want bold 2 or bb torch,30,0
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,122,7
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136,12
ham,If I get there before you after your ten billion calls and texts so help me god,79,0
ham,So ü pay first lar... Then when is da stock comin...,52,6
ham,Just come home. I don't want u to be miserable,46,2
ham,"And that's fine, I got enough bud to last most of the night at least",68,2
ham,Love you aathi..love u lot..,28,4
ham,So when do you wanna gym harri,30,0
ham,Okie but i scared u say i fat... Then u dun wan me already...,61,6
ham,"Yeah, we got one lined up for us",32,1
ham,"Awesome, I'll see you in a bit",30,2
ham,Cause I'm not freaky lol,24,1
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",158,9
ham,Oh my God. I'm almost home,26,2
ham,Thank you princess! You are so sexy...,38,4
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,158,2
ham,I can't describe how lucky you are that I'm actually awake by noon,66,2
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,155,4
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",109,25
ham,Poor girl can't go one day lmao,31,1
ham,Uhhhhrmm isnt having tb test bad when youre sick,48,0
ham,"Yeah, that's fine! It's £6 to get in, is that ok? ",50,6
ham,U attend ur driving lesson how many times a wk n which day?,59,1
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,81,0
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,158,3
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",133,9
ham,Id have to check but there's only like 1 bowls worth left,57,1
ham,I don't know but I'm raping dudes at poker,42,2
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,189,7
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,136,2
ham,The wine is flowing and i'm i have nevering..,45,3
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,157,6
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",94,6
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",160,5
ham,You call times job today ok umma and ask them to speed up,57,0
ham,Ü predict wat time ü'll finish buying?,38,2
ham,I'm home...,11,4
ham,You also didnt get na hi hi hi hi hi,36,0
ham,No..but heard abt tat..,23,4
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,84,3
ham,Yup having my lunch buffet now.. U eat already?,47,3
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,54,10
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,87,0
ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",95,9
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,89,2
ham,I just saw ron burgundy captaining a party boat so yeah,55,0
ham,Mm have some kanji dont eat anything heavy ok,45,0
ham,Ho ho - big belly laugh! See ya tomo,36,2
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,111,9
ham,You unbelievable faglord,24,0
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,80,0
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,248,30
ham,Ofcourse I also upload some songs,33,0
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",168,5
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",129,2
ham,Where is it. Is there any opening for mca.,42,2
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",158,3
ham,Hey morning what you come to ask:-) pa...,41,6
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",67,2
ham,Geeeee ... I love you so much I can barely stand it,51,3
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",158,9
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,149,4
ham,I'm leaving my house now.,25,2
ham,Your pussy is perfect!,22,1
ham,"I'll see, but prolly yeah",25,2
ham,Ok set let u noe e details later...,35,3
ham,"If e timing can, then i go w u lor...",37,4
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",155,6
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",73,1
ham,jay says he'll put in  &lt;#&gt;,32,6
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",244,9
ham,I cant pick the phone right now. Pls send a message,51,1
ham,K come to nordstrom when you're done,36,1
ham,Lol now I'm after that hot air balloon!,39,2
ham,In meeting da. I will call you,30,1
ham,"Thanks, I'll keep that in mind",30,2
ham,Now am free call me pa.,23,1
ham,That depends. How would you like to be treated? :),50,4
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,98,9
ham,India have to take lead:),25,2
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,85,4
ham,Ya had just now.onion roast.,28,2
ham,WHO ARE YOU SEEING?,19,1
ham,O shore are you takin the bus,29,0
ham,Am in gobi arts college,23,0
ham,"Good stuff, will do.",20,2
ham,Did u got that persons story,28,0
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,166,7
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",81,5
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",171,9
ham,Cramps stopped. Going back to sleep,35,1
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,152,8
ham,"I am real, baby! I want to bring out your inner tigress...",58,5
ham,Im just wondering what your doing right now?,44,1
ham,Tell me pa. How is pain de.,27,2
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,104,8
ham,No. Thank you. You've been wonderful,36,3
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",140,5
ham,Sorry for the delay. Yes masters,32,1
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,101,2
ham,Wife.how she knew the time of murder exactly,44,1
ham,Shall i ask one thing if you dont mistake me.,45,1
ham,I will see in half an hour,26,0
ham,I cant wait to see you! How were the photos were useful? :),59,4
ham,It took Mr owl 3 licks,22,0
ham,I had askd u a question some hours before. Its answer,53,1
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",146,16
ham,Thanks for sending this mental ability question..,49,2
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",93,8
ham,Where at were hungry too,24,0
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,104,8
ham,Same. Wana plan a trip sometme then,35,1
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,87,3
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,84,3
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,120,3
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",119,4
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,111,4
ham,Do you still have the grinder?,30,1
ham,Well that must be a pain to catch,33,0
ham,"Y cant u try new invention to fly..i'm not joking.,",51,5
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,84,2
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,74,2
ham,Going for dinner.msg you after.,31,2
ham,Okie...,7,3
ham,"I can't, I don't have her number!",33,4
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,276,20
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),99,5
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,152,6
ham,Pls send me your address sir.,29,1
ham,Will ü b going to esplanade fr home?,36,1
ham,I'm leaving my house now...,27,4
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,101,3
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,66,7
ham,No prob. I will send to your email.,35,2
ham,Good morning princess! Have a great day!,40,2
ham,"Ya, told..she was asking wats matter?",37,4
ham,"Yes, my reg is  Ciao!",21,2
ham,Should I head straight there or what,36,0
ham,"Thank you. And by the way, I just lost.",39,3
ham,U can call now...,17,3
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,156,7
ham,Did u receive my msg?,21,1
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",123,3
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,158,5
ham,Send to someone else :-),24,3
ham,No that just means you have a fat head,38,0
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",163,15
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),88,12
ham,"Trust me. Even if isn't there, its there.",41,4
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",324,38
ham,Great! I have to run now so ttyl!,33,2
ham,Nope i'm not drivin... I neva develop da photos lei...,54,7
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",97,5
ham,"I am in tirupur da, once you started from office call me.",57,2
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,83,2
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",184,4
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,126,6
ham,Great. So should i send you my account number.,46,2
ham,S:-)kallis wont play in first two odi:-),40,6
ham,Designation is software developer and may be she get chennai:),62,2
ham,K I'll be there before 4.,25,2
ham,Still otside le..u come 2morrow maga..,38,4
ham,Im on gloucesterroad what are uup to later?,43,1
ham,We're finally ready fyi,23,1
ham,What should i eat fo lunch senor,32,0
ham,Msg me when rajini comes.,25,1
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",106,12
ham,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,107,2
ham,Jesus armand really is trying to tell everybody he can find,59,0
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",130,4
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",126,7
ham,Lol yeah at this point I guess not,34,0
ham,Great! So what attracts you to the brothas?,43,2
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,146,4
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,88,2
ham,You've always been the brainy one.,34,2
ham,"Aight, sounds good. When do you want me to come down?",53,3
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,84,3
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,152,7
ham,Lol no. U can trust me.,23,2
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,134,2
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",148,19
ham,Ok k..sry i knw 2 siva..tats y i askd..,39,6
ham,I am in a marriage function,27,0
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,126,3
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",159,15
ham,Thanks for this hope you had a good day today,45,0
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",126,8
ham,"K I'm ready,  &lt;#&gt; ?",25,8
ham,Enjoy ur life. . Good night,27,2
ham,U coming 2 pick me?,19,1
ham,I'll probably be around mu a lot,32,1
ham,Where's my boytoy? I miss you ... What happened?,48,6
ham,Oh yah... We never cancel leh... Haha ,38,6
ham,I dont understand your message.,31,1
ham,Dear are you angry i was busy dear,34,0
ham,Stop knowing me so well!,24,1
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,73,9
ham,Oh...i asked for fun. Haha...take care. ü,41,8
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,107,8
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,122,16
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",147,8
ham,Nice.nice.how is it working?,28,3
ham,Then. You are eldest know.,26,2
ham,What you doing?how are you?,27,2
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,87,0
ham,Are you still getting the goods.,32,1
ham,I.ll post her out l8r. In class,31,2
ham,say thanks2. ,13,1
ham,We're on the opposite side from where we dropped you off,56,1
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,69,5
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",107,4
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,88,5
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",153,10
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",97,1
ham,Still work going on:)it is very small house.,44,3
ham,Send me the new number,22,0
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",133,3
ham,When should I come over?,24,1
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,112,1
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",154,6
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,115,13
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,82,0
ham,it's really getting me down just hanging around.,48,2
ham,Arun can u transfr me d amt,27,0
ham,I might go 2 sch. Yar at e salon now v boring.,46,2
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",111,15
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",146,8
ham,What time should I tell my friend to be around?,47,1
ham,Ok. So april. Cant wait,23,2
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",105,4
ham,Well obviously not because all the people in my cool college life went home ;_;,79,3
ham,I called but no one pick up e phone. I ask both of them already they said ok.,77,2
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",65,4
ham,Me fine..absolutly fine,23,2
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,95,4
ham,Check audrey's status right now,31,1
ham,Oh ho. Is this the first time u use these type of words,55,1
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,95,3
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,283,8
ham,I anything lor...,17,3
ham,Can't take any major roles in community outreach. You rock mel,62,2
ham,Lol its ok I didn't remember til last nite,42,1
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",236,6
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,70,7
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,84,1
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,111,4
ham,Otherwise had part time job na-tuition..,40,3
ham,"Sorry, I'll call later",22,2
ham,"It‘s £6 to get in, is that ok?",30,2
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,153,7
ham,Why de. You looking good only:-)..,34,6
ham,"I've got  &lt;#&gt; , any way I could pick up?",46,8
ham,Where to get those?,19,1
ham,Yes.mum lookin strong:),23,3
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,125,6
ham,Okie,4,0
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",105,7
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,80,2
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",147,3
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",160,13
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,155,6
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",147,8
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,157,6
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,154,2
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",136,8
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",155,8
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",149,11
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",155,8
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,158,2
